expert_id,signup_date,signup_source,utm_campaign,utm_medium,utm_source,country,industry
exp_cd6k7ggxw,2024-02-04 17:13:19,linkedin_outreach,outreach_tech,outreach,linkedin,Brazil,Finance
exp_nk8gbk04m,2024-09-10 23:12:07,organic,,organic,google,Brazil,Energy
exp_bami0uwzx,2024-09-21 02:38:05,referral,referral_program,referral,expert_referral,India,Retail
exp_1qsalxbyr,2024-10-19 13:43:30,paid_social,twitter_thought_leaders,social,linkedin,Australia,Media
exp_s1oy0feyj,2024-06-03 03:17:40,referral,referral_program,referral,expert_referral,Singapore,Energy
exp_ja369mdhb,2024-06-05 11:05:28,referral,referral_program,referral,expert_referral,United Kingdom,Technology
exp_8wo4c2b3c,2024-04-21 22:08:15,linkedin_outreach,outreach_healthcare,outreach,linkedin,France,Manufacturing
exp_mpkyoiykr,2024-10-30 14:22:49,paid_social,twitter_thought_leaders,social,meta,Australia,Consulting
exp_fafrcooy4,2024-01-31 21:11:26,referral,referral_program,referral,expert_referral,Brazil,Finance
exp_e7hljhvm8,2024-12-20 12:04:32,paid_social,linkedin_experts_v2,social,meta,Netherlands,Media
exp_j6ht1ax6z,2024-03-03 02:59:07,referral,referral_program,referral,expert_referral,Canada,Energy
exp_p45tyytf4,2024-05-21 16:42:57,organic,,organic,bing,Singapore,Telecom
exp_m33yo6bek,2024-02-09 22:19:15,unknown,,,,United States,Media
exp_e0s3lblod,2024-01-31 09:10:43,paid_search,industry_healthcare,cpc,google,Canada,Legal
exp_etntpgwxw,2024-12-03 19:39:12,unknown,,,,Canada,Retail
exp_udinvg9qh,2024-09-13 14:30:01,linkedin_outreach,outreach_finance,outreach,linkedin,Singapore,Retail
exp_5o36wky3k,2024-11-17 14:34:21,paid_search,brand_search_q1,cpc,google,Australia,Energy
exp_pdbd319h4,2024-02-19 03:50:00,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Healthcare
exp_fp71mpq37,2024-05-25 14:50:44,referral,referral_program,referral,expert_referral,United States,Telecom
exp_kig8eer54,2024-01-25 23:35:35,organic,,organic,google,Australia,Healthcare
exp_9ktyeddxv,2024-10-07 08:38:52,organic,,organic,bing,United States,Retail
exp_y1f5h4fe6,2024-05-16 01:03:39,paid_social,linkedin_experts_v2,social,meta,United States,Healthcare
exp_d38iidphv,2024-02-19 21:23:25,referral,referral_program,referral,expert_referral,United Kingdom,Legal
exp_gxmwtk3qb,2024-02-21 15:01:36,referral,referral_program,referral,expert_referral,United Kingdom,Healthcare
exp_gn50zdgdv,2024-11-20 21:58:47,paid_social,meta_retargeting,social,twitter,France,Retail
exp_9mbmwvbh8,2024-12-08 18:31:06,paid_search,industry_healthcare,cpc,google,Canada,Manufacturing
exp_6mdmz9a0z,2024-11-11 18:18:02,paid_search,retargeting_search,cpc,google,Singapore,Healthcare
exp_bp5ecry5d,2024-12-15 20:40:52,paid_search,expert_generic,cpc,google,Canada,Healthcare
exp_qqg0jmssz,2024-10-05 11:23:39,organic,,organic,google,France,Technology
exp_l51d0ah2e,2024-05-02 06:04:11,referral,referral_program,referral,expert_referral,India,Telecom
exp_r0z273pg4,2024-06-04 21:10:17,linkedin_outreach,outreach_tech,outreach,linkedin,Germany,Finance
exp_ktsts7b6t,2024-12-07 22:36:42,linkedin_outreach,outreach_consulting,outreach,linkedin,India,Finance
exp_bp92tq2ux,2024-11-13 23:45:45,referral,referral_program,referral,expert_referral,Singapore,Media
exp_v2r2i4uia,2024-02-21 22:37:07,paid_social,meta_retargeting,social,linkedin,Germany,Manufacturing
exp_a617b0mwm,2024-01-10 14:43:17,organic,,organic,bing,Canada,Finance
exp_2fq0jd5a2,2024-08-14 13:23:46,paid_social,meta_lookalike,social,linkedin,India,Energy
exp_ls75s8mdc,2024-08-17 11:13:30,organic,,organic,bing,Netherlands,Legal
exp_6itbzrr27,2024-01-24 23:49:37,paid_social,linkedin_experts_v1,social,linkedin,Singapore,Manufacturing
exp_ae72656x2,2024-07-31 23:24:25,linkedin_outreach,outreach_consulting,outreach,linkedin,Canada,Legal
exp_puxe9mici,2024-02-15 21:30:10,paid_social,meta_retargeting,social,linkedin,Australia,Media
exp_vbjc0h6s5,2024-05-26 07:06:41,referral,referral_program,referral,expert_referral,Canada,Healthcare
exp_o4r9db8do,2024-11-14 18:56:05,unknown,,,,United Kingdom,Consulting
exp_qgciq46vw,2024-06-13 18:30:49,linkedin_outreach,outreach_finance,outreach,linkedin,Netherlands,Media
exp_z1fkzx3d5,2024-06-10 05:48:24,paid_search,industry_finance,cpc,google,Germany,Finance
exp_9tkagbbbj,2024-09-21 18:30:29,paid_search,industry_finance,cpc,google,France,Telecom
exp_31030rj7s,2024-06-04 02:46:10,paid_social,meta_lookalike,social,twitter,Canada,Retail
exp_swvunf1lq,2024-09-01 22:14:50,referral,referral_program,referral,expert_referral,United States,Telecom
exp_3rjqy2rix,2024-11-22 22:48:07,linkedin_outreach,outreach_finance,outreach,linkedin,Australia,Energy
exp_yli572zdc,2024-01-19 07:54:14,unknown,,,,Australia,Telecom
exp_4kcm7kyxo,2024-04-10 03:55:20,linkedin_outreach,outreach_consulting,outreach,linkedin,Singapore,Technology
exp_28qsmu20y,2024-02-03 01:19:51,unknown,,,,France,Legal
exp_dquaaobms,2024-07-03 13:43:52,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Retail
exp_4n1e1xuu0,2024-10-02 16:22:04,referral,referral_program,referral,expert_referral,Netherlands,Healthcare
exp_tk0l8df8w,2024-03-07 17:51:47,organic,,organic,bing,India,Energy
exp_wd6gjbhub,2024-04-11 12:34:47,unknown,,,,Canada,Legal
exp_ymehzgidj,2024-06-14 00:23:50,organic,,organic,bing,Singapore,Telecom
exp_lpu9cytu4,2024-01-09 19:20:52,unknown,,,,Canada,Legal
exp_3cn4babkt,2024-01-02 12:57:52,paid_social,linkedin_experts_v1,social,meta,Singapore,Media
exp_8stoe2vo8,2024-02-07 13:33:23,referral,referral_program,referral,expert_referral,Canada,Manufacturing
exp_4t7wpoe05,2024-01-04 21:37:31,paid_social,linkedin_experts_v2,social,linkedin,Germany,Finance
exp_ry5f3ycaj,2024-03-17 18:14:26,linkedin_outreach,outreach_consulting,outreach,linkedin,Germany,Telecom
exp_4de6xc1ux,2024-07-28 23:54:13,paid_search,competitor_conquest,cpc,google,Germany,Consulting
exp_1j5t6bfr8,2024-09-03 02:37:01,paid_search,competitor_conquest,cpc,google,Netherlands,Retail
exp_k4hrnm1bh,2024-05-12 04:01:26,paid_social,meta_lookalike,social,twitter,United Kingdom,Media
exp_lfgs1s2s2,2024-12-21 13:10:17,paid_social,twitter_thought_leaders,social,twitter,United States,Consulting
exp_0v4em7qz4,2024-07-02 02:07:04,linkedin_outreach,outreach_healthcare,outreach,linkedin,Brazil,Consulting
exp_af5hnge3k,2024-04-21 09:15:15,referral,referral_program,referral,expert_referral,Germany,Healthcare
exp_zholkk80n,2024-06-25 22:36:12,organic,,organic,bing,United Kingdom,Retail
exp_53t40c4jk,2024-11-06 21:00:11,paid_search,industry_healthcare,cpc,google,United States,Energy
exp_d0d0carwl,2024-06-07 11:50:03,paid_search,brand_search_q1,cpc,google,Germany,Consulting
exp_siqz3xb0j,2024-05-29 08:25:24,referral,referral_program,referral,expert_referral,France,Retail
exp_tnecj9ew7,2024-09-08 12:58:08,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Telecom
exp_y1n70gkg3,2024-07-22 09:22:33,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Telecom
exp_4k01pd0vp,2024-06-09 14:10:42,paid_search,retargeting_search,cpc,google,Germany,Retail
exp_yeofi7ma9,2024-11-13 16:57:28,organic,,organic,bing,Netherlands,Retail
exp_z7zyt20p9,2024-10-04 01:06:29,paid_social,meta_retargeting,social,linkedin,Canada,Healthcare
exp_587lowyy0,2024-11-18 16:10:09,organic,,organic,bing,Australia,Media
exp_n8klujsyp,2024-05-26 00:17:11,unknown,,,,India,Media
exp_pnzj3juc1,2024-04-23 09:55:39,referral,referral_program,referral,expert_referral,France,Finance
exp_y2qmx4liq,2024-12-18 22:45:03,linkedin_outreach,outreach_tech,outreach,linkedin,India,Consulting
exp_frga5i2l4,2024-09-06 01:23:31,referral,referral_program,referral,expert_referral,Brazil,Finance
exp_amu8zarzd,2024-11-01 11:01:42,linkedin_outreach,outreach_finance,outreach,linkedin,United Kingdom,Media
exp_kb08a378b,2024-01-05 05:34:35,linkedin_outreach,outreach_tech,outreach,linkedin,Netherlands,Retail
exp_8fc6ny6ta,2024-10-17 09:27:29,paid_social,meta_retargeting,social,twitter,France,Legal
exp_jdszuseae,2024-02-21 07:59:21,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Energy
exp_xp8j80ba0,2024-11-22 16:17:06,linkedin_outreach,outreach_healthcare,outreach,linkedin,United Kingdom,Telecom
exp_o02tsuwfw,2024-08-29 12:32:30,linkedin_outreach,outreach_healthcare,outreach,linkedin,United Kingdom,Energy
exp_az5rmwxvg,2024-09-05 15:03:41,organic,,organic,direct,United Kingdom,Legal
exp_wg1t547by,2024-10-14 11:57:56,paid_search,brand_search_q1,cpc,google,France,Manufacturing
exp_3i1te3edw,2024-08-31 03:05:42,paid_search,competitor_conquest,cpc,google,Germany,Energy
exp_h5hhf8jmw,2024-02-18 05:17:05,linkedin_outreach,outreach_healthcare,outreach,linkedin,Singapore,Legal
exp_ldeg9jvca,2024-04-15 19:02:51,referral,referral_program,referral,expert_referral,Australia,Legal
exp_3rvwtjt6z,2024-12-12 00:57:45,unknown,,,,Canada,Consulting
exp_wvgyqu4nk,2024-11-03 13:19:07,unknown,,,,Germany,Finance
exp_ibzov3mhs,2024-03-16 05:29:46,paid_social,meta_retargeting,social,twitter,Australia,Energy
exp_a1vc52fov,2024-07-15 23:30:49,organic,,organic,bing,Australia,Finance
exp_8ucoh2omu,2024-01-07 12:36:57,paid_search,retargeting_search,cpc,google,Australia,Manufacturing
exp_5lgkjw80y,2024-03-24 22:17:49,paid_social,twitter_thought_leaders,social,meta,United Kingdom,Energy
exp_9q9mbipgb,2024-07-20 00:02:40,unknown,,,,Brazil,Legal
exp_82dggdq0j,2024-11-18 13:28:22,unknown,,,,Germany,Legal
exp_1culx9ugy,2024-12-07 20:11:36,paid_social,linkedin_experts_v1,social,meta,Canada,Healthcare
exp_s0ku2nkae,2024-12-11 17:22:44,organic,,organic,bing,United Kingdom,Legal
exp_ie8xipbkl,2024-10-07 21:26:53,linkedin_outreach,outreach_consulting,outreach,linkedin,Brazil,Media
exp_fv88kkj6l,2024-05-07 17:18:46,linkedin_outreach,outreach_finance,outreach,linkedin,Germany,Telecom
exp_iovjmxbcv,2024-01-10 11:47:41,referral,referral_program,referral,expert_referral,Netherlands,Legal
exp_8itq0pgg8,2024-10-21 09:40:39,paid_social,meta_lookalike,social,linkedin,Singapore,Technology
exp_k2bscofi0,2024-02-22 21:42:24,unknown,,,,United States,Energy
exp_h6400e98l,2024-02-01 13:27:07,paid_search,industry_finance,cpc,google,Brazil,Manufacturing
exp_oc7q7pbcn,2024-10-22 02:49:06,paid_social,linkedin_experts_v2,social,twitter,Netherlands,Finance
exp_p5xmgsn1s,2024-12-08 03:45:31,referral,referral_program,referral,expert_referral,Canada,Telecom
exp_6gojwfiv8,2024-11-15 12:53:22,paid_search,competitor_conquest,cpc,google,Netherlands,Energy
exp_lxha5uk47,2024-09-24 20:39:48,paid_search,industry_finance,cpc,google,United Kingdom,Consulting
exp_q9h77wty8,2024-10-02 13:40:13,referral,referral_program,referral,expert_referral,Brazil,Energy
exp_l1vp0tt7a,2024-11-20 17:23:05,paid_search,retargeting_search,cpc,google,France,Energy
exp_n5vftgbzx,2024-11-30 09:13:42,paid_search,competitor_conquest,cpc,google,India,Finance
exp_5z8lpne6b,2024-01-25 07:57:06,organic,,organic,google,United States,Media
exp_fmp2e1h0a,2024-02-02 23:39:19,referral,referral_program,referral,expert_referral,Germany,Technology
exp_tp7rp1smw,2024-12-07 07:30:09,linkedin_outreach,outreach_finance,outreach,linkedin,Brazil,Energy
exp_v04lnrsx7,2024-09-04 18:56:05,paid_search,industry_healthcare,cpc,google,Brazil,Consulting
exp_z486rl8we,2024-09-08 17:18:54,referral,referral_program,referral,expert_referral,Brazil,Telecom
exp_ka4zakn5i,2024-10-30 14:43:15,organic,,organic,bing,Singapore,Retail
exp_5kxnhnltz,2024-07-23 11:55:08,referral,referral_program,referral,expert_referral,Singapore,Technology
exp_b2gw6nesy,2024-07-13 08:14:27,paid_search,industry_finance,cpc,google,Singapore,Energy
exp_jsjwxunbi,2024-12-17 03:41:32,paid_search,industry_healthcare,cpc,google,United States,Telecom
exp_dxm3gmmr6,2024-07-11 08:15:43,organic,,organic,direct,India,Technology
exp_lhmeraofw,2024-10-06 05:43:04,linkedin_outreach,outreach_consulting,outreach,linkedin,India,Legal
exp_223wnbp53,2024-02-28 18:12:14,paid_search,retargeting_search,cpc,google,Singapore,Legal
exp_syk6tpeww,2024-01-21 08:32:03,paid_social,meta_lookalike,social,linkedin,Netherlands,Telecom
exp_jx1jbvd51,2024-08-06 08:59:47,organic,,organic,bing,Netherlands,Telecom
exp_sgcqfud2h,2024-03-02 12:31:16,paid_social,linkedin_experts_v2,social,linkedin,United Kingdom,Energy
exp_x11yz4nzx,2024-06-09 23:37:06,linkedin_outreach,outreach_healthcare,outreach,linkedin,United States,Finance
exp_anh9puwll,2024-11-04 07:50:42,referral,referral_program,referral,expert_referral,France,Retail
exp_g59plj7vr,2024-11-10 13:21:03,paid_search,industry_finance,cpc,google,Australia,Telecom
exp_xi9i2uoxr,2024-11-21 17:20:49,referral,referral_program,referral,expert_referral,United States,Technology
exp_moq0jlfb3,2024-11-14 03:54:21,referral,referral_program,referral,expert_referral,Australia,Telecom
exp_hl6jvze10,2024-01-14 23:39:42,paid_search,retargeting_search,cpc,google,Australia,Finance
exp_3w7de5c82,2024-11-04 18:37:57,paid_social,linkedin_experts_v1,social,meta,France,Consulting
exp_gqq93oue2,2024-10-13 03:20:18,referral,referral_program,referral,expert_referral,Singapore,Healthcare
exp_03yhjrq4p,2024-06-08 23:52:03,referral,referral_program,referral,expert_referral,United States,Manufacturing
exp_ebskk5v6i,2024-08-26 20:17:00,unknown,,,,Germany,Telecom
exp_fhs7j9e3o,2024-03-21 22:20:02,linkedin_outreach,outreach_tech,outreach,linkedin,Australia,Technology
exp_vmw38u99y,2024-12-20 11:59:27,unknown,,,,France,Energy
exp_r6ueqqg13,2024-06-20 22:07:08,linkedin_outreach,outreach_consulting,outreach,linkedin,Germany,Finance
exp_j2rw0ad3j,2024-09-01 07:30:45,organic,,organic,google,Germany,Technology
exp_jjfy8ea3o,2024-06-23 15:57:37,referral,referral_program,referral,expert_referral,India,Legal
exp_5k78jbooh,2024-02-21 18:03:37,referral,referral_program,referral,expert_referral,Singapore,Manufacturing
exp_9mg132r18,2024-05-11 18:35:24,linkedin_outreach,outreach_finance,outreach,linkedin,Canada,Manufacturing
exp_5vy86lyds,2024-09-29 16:55:43,organic,,organic,bing,Singapore,Finance
exp_ntdf49bew,2024-09-02 14:48:50,paid_social,linkedin_experts_v2,social,twitter,India,Retail
exp_zi4rlw9bb,2024-04-05 02:49:34,referral,referral_program,referral,expert_referral,India,Technology
exp_mwxoo12zo,2024-02-14 03:58:14,paid_search,industry_finance,cpc,google,France,Legal
exp_d9amzhwgv,2024-01-02 17:30:37,organic,,organic,bing,Netherlands,Energy
exp_br2x805f2,2024-08-07 12:30:53,paid_search,industry_finance,cpc,google,United Kingdom,Finance
exp_xqtp4v3q4,2024-02-17 20:36:16,referral,referral_program,referral,expert_referral,United States,Retail
exp_mhkfr6byx,2024-06-19 17:00:52,linkedin_outreach,outreach_tech,outreach,linkedin,France,Consulting
exp_v7isi82k3,2024-01-26 00:28:03,unknown,,,,United Kingdom,Energy
exp_aq2e2cxmf,2024-10-27 11:57:33,unknown,,,,United Kingdom,Telecom
exp_jiz64ievf,2024-11-30 22:54:18,organic,,organic,direct,Netherlands,Consulting
exp_96hto41n7,2024-06-09 06:51:03,referral,referral_program,referral,expert_referral,Germany,Retail
exp_egeqi28rj,2024-12-13 00:32:32,organic,,organic,bing,Singapore,Technology
exp_zdcnfgb4p,2024-10-09 12:01:14,linkedin_outreach,outreach_consulting,outreach,linkedin,Netherlands,Technology
exp_qtmmrzykk,2024-11-18 19:00:51,referral,referral_program,referral,expert_referral,Brazil,Consulting
exp_tpdyibe67,2024-09-28 13:48:20,referral,referral_program,referral,expert_referral,Netherlands,Healthcare
exp_2gbdn19fx,2024-07-14 00:18:49,organic,,organic,bing,Brazil,Telecom
exp_qjfev4ylo,2024-06-19 07:40:52,paid_social,meta_lookalike,social,meta,Netherlands,Energy
exp_u3rwljowu,2024-06-19 01:09:18,paid_social,linkedin_experts_v2,social,twitter,United Kingdom,Manufacturing
exp_xqlhwmisk,2024-05-24 21:07:19,referral,referral_program,referral,expert_referral,United Kingdom,Technology
exp_ju67169kz,2024-01-13 23:56:25,paid_social,linkedin_experts_v1,social,twitter,Singapore,Technology
exp_u2i8jfa90,2024-09-01 14:15:14,organic,,organic,google,Netherlands,Healthcare
exp_a5t6tblou,2024-07-26 11:15:07,paid_social,twitter_thought_leaders,social,meta,United Kingdom,Technology
exp_hst7js2x2,2024-10-01 15:11:45,organic,,organic,bing,Australia,Energy
exp_v1pd4a1h1,2024-02-28 09:55:47,paid_search,industry_healthcare,cpc,google,Canada,Telecom
exp_t8ak08rir,2024-05-27 09:10:08,unknown,,,,Germany,Finance
exp_icu88ogod,2024-07-04 22:29:06,linkedin_outreach,outreach_tech,outreach,linkedin,India,Finance
exp_a6l9mompg,2024-09-18 14:35:27,organic,,organic,direct,India,Consulting
exp_6za9nwlc0,2024-01-09 16:33:15,linkedin_outreach,outreach_tech,outreach,linkedin,Australia,Telecom
exp_fre9ar53r,2024-09-21 03:57:06,organic,,organic,google,Brazil,Manufacturing
exp_ylpky6woy,2024-12-30 14:42:16,paid_search,industry_healthcare,cpc,google,Germany,Consulting
exp_tvxxmn0qw,2024-04-29 06:36:11,paid_search,retargeting_search,cpc,google,France,Technology
exp_p88gqfman,2024-01-03 14:09:26,linkedin_outreach,outreach_finance,outreach,linkedin,France,Finance
exp_86vbpt4f8,2024-09-27 11:22:59,linkedin_outreach,outreach_tech,outreach,linkedin,United Kingdom,Manufacturing
exp_hvugbzehd,2024-06-20 12:56:51,organic,,organic,direct,France,Finance
exp_iwdelxxju,2024-06-20 08:43:45,paid_search,industry_healthcare,cpc,google,Australia,Retail
exp_4nf9d9u4c,2024-06-24 21:33:42,organic,,organic,google,Germany,Healthcare
exp_1m9ihg0t1,2024-07-12 15:58:09,linkedin_outreach,outreach_tech,outreach,linkedin,India,Retail
exp_9b6ayuekv,2024-01-01 11:57:32,paid_social,meta_retargeting,social,meta,United States,Technology
exp_7dy0388wj,2024-04-01 12:39:36,paid_search,industry_finance,cpc,google,Australia,Consulting
exp_ol88kt3oq,2024-10-11 05:44:48,organic,,organic,bing,India,Consulting
exp_gmevsjch3,2024-03-10 08:41:17,paid_search,expert_generic,cpc,google,Australia,Manufacturing
exp_s7z5fr8ua,2024-01-17 19:10:30,paid_social,twitter_thought_leaders,social,meta,Australia,Consulting
exp_gclsf4l6c,2024-05-30 23:57:45,referral,referral_program,referral,expert_referral,Singapore,Consulting
exp_lkyn4m303,2024-11-06 10:39:26,paid_search,retargeting_search,cpc,google,Singapore,Legal
exp_wwknm4j77,2024-02-17 18:29:54,referral,referral_program,referral,expert_referral,Germany,Manufacturing
exp_wijlbuejj,2024-07-18 08:26:04,paid_search,industry_healthcare,cpc,google,Australia,Telecom
exp_91m2exzd1,2024-09-05 03:55:10,linkedin_outreach,outreach_consulting,outreach,linkedin,France,Energy
exp_d4mjmznk1,2024-06-04 13:46:23,unknown,,,,Australia,Telecom
exp_7kw1yqtf5,2024-01-23 00:08:16,organic,,organic,bing,India,Consulting
exp_612i4q5q0,2024-10-23 21:50:07,paid_search,retargeting_search,cpc,google,Australia,Healthcare
exp_0vm5ng5vg,2024-06-01 17:20:09,paid_social,linkedin_experts_v1,social,meta,Australia,Media
exp_m298vcbaj,2024-02-15 01:04:51,unknown,,,,Australia,Consulting
exp_d4o78n6kd,2024-01-11 16:28:52,unknown,,,,Brazil,Retail
exp_f2n7yid5c,2024-01-21 20:50:43,referral,referral_program,referral,expert_referral,Canada,Finance
exp_7sz3kc4nm,2024-01-10 21:05:03,paid_social,twitter_thought_leaders,social,linkedin,Singapore,Technology
exp_bj9ij3ltk,2024-08-13 11:51:45,paid_social,linkedin_experts_v2,social,twitter,India,Finance
exp_upim34eyv,2024-10-21 01:42:39,referral,referral_program,referral,expert_referral,Australia,Energy
exp_xi4trdcrn,2024-10-11 21:31:53,unknown,,,,Brazil,Media
exp_rly6bq1uj,2024-04-28 22:30:47,unknown,,,,Brazil,Finance
exp_zorwfumpo,2024-06-22 14:42:10,paid_social,meta_lookalike,social,meta,India,Finance
exp_dcmm81sr4,2024-05-14 02:25:12,organic,,organic,bing,Germany,Media
exp_4hhd89ona,2024-12-13 18:10:12,paid_social,meta_lookalike,social,linkedin,Canada,Legal
exp_j0l2vtsjp,2024-07-04 10:43:47,unknown,,,,France,Technology
exp_vrmz3d1uc,2024-12-13 08:24:36,paid_social,linkedin_experts_v2,social,linkedin,India,Legal
exp_977qx92fj,2024-06-11 01:46:07,unknown,,,,United Kingdom,Manufacturing
exp_pvggveg3d,2024-10-11 19:28:32,organic,,organic,direct,Netherlands,Consulting
exp_23x6gyqzv,2024-01-31 18:47:00,linkedin_outreach,outreach_healthcare,outreach,linkedin,Netherlands,Retail
exp_6ulbrn969,2024-05-18 18:22:10,paid_search,retargeting_search,cpc,google,Brazil,Retail
